fundcode,name,jzrq,dwjz,gsz,gszzl,gztime,fetch_time
014642,摩根新兴动力混合C,2026-05-19,12.5686,12.7173,1.18,2026-05-20 13:14,2026-05-20 13:17:08
016269,建信改革红利股票C,2026-05-19,6.5510,6.5974,0.71,2026-05-20 13:14,2026-05-20 13:17:08
519674,银河创新成长混合A,2026-05-19,12.0204,12.4861,3.87,2026-05-20 13:14,2026-05-20 13:17:08
014143,银河创新成长混合C,2026-05-19,11.7036,12.1335,3.67,2026-05-20 13:12,2026-05-20 13:17:08
023829,万家中证半导体材料设备主题ETF发起式联接C,2026-05-19,2.3296,2.4482,5.09,2026-05-20 13:14,2026-05-20 13:17:08
025333,诺安成长混合C,2026-05-19,2.3380,2.4447,4.56,2026-05-20 13:12,2026-05-20 13:17:08
164205,天弘文化新兴产业股票A,2026-05-19,4.2966,4.3283,0.74,2026-05-20 13:12,2026-05-20 13:17:08
019548,招商纳斯达克100ETF发起式联接(QDII)C,2026-05-18,1.5427,1.5338,-0.58,2026-05-20 04:00,2026-05-20 13:17:08
011613,华夏科创50ETF联接C,2026-05-19,1.3858,1.4234,2.71,2026-05-20 13:12,2026-05-20 13:17:08
005911,广发双擎升级混合A,2026-05-19,2.5601,2.5686,0.33,2026-05-20 13:12,2026-05-20 13:17:08
026623,招商上证科创板芯片设计主题指数发起式C,2026-05-19,1.2548,1.2769,1.76,2026-05-20 13:14,2026-05-20 13:17:08
011474,工银信息产业混合C,2026-05-19,5.1860,5.2123,0.51,2026-05-20 13:14,2026-05-20 13:17:08
001071,华安媒体互联网混合A,2026-05-19,4.4230,4.4195,-0.08,2026-05-20 13:14,2026-05-20 13:17:08
015897,天弘中证细分化工产业主题ETF联接C,2026-05-19,0.9326,0.9496,1.82,2026-05-20 13:14,2026-05-20 13:17:08
025163,长盛积极配置债券C,2026-05-19,1.5046,1.5076,0.20,2026-05-20 13:12,2026-05-20 13:17:08
000595,嘉实泰和混合,2026-05-19,3.8900,3.8843,-0.15,2026-05-20 13:15,2026-05-20 13:17:08
003494,富国天惠成长混合(LOF)C,2026-05-19,3.1088,3.1010,-0.25,2026-05-20 13:14,2026-05-20 13:17:08
010310,德邦锐裕利率债债券C,2026-05-19,1.1219,1.1219,0.00,2026-05-20 13:14,2026-05-20 13:17:08
519767,交银科技创新灵活配置混合A,2026-05-19,2.8317,2.8469,0.54,2026-05-20 13:14,2026-05-20 13:17:08
017838,博时中债7-10政金债指数C,2026-05-19,1.1439,1.1438,-0.0031,2026-05-20 13:15,2026-05-20 13:17:08
002671,万家沪深300指数增强C,2026-05-19,2.0486,2.0515,0.14,2026-05-20 13:14,2026-05-20 13:17:08
