fundcode,name,jzrq,dwjz,gsz,gszzl,gztime,fetch_time
020065,西部利得科技创新混合C,2026-05-19,2.0787,2.0623,-0.79,2026-05-20 13:08,2026-05-20 13:11:48
019118,景顺长城纳斯达克科技ETF联接(QDII)E人民币,2026-05-18,2.7060,2.6899,-0.59,2026-05-20 04:00,2026-05-20 13:11:48
001224,中邮新思路灵活配置混合A,2026-05-19,3.9520,3.9574,0.14,2026-05-20 13:09,2026-05-20 13:11:48
001071,华安媒体互联网混合A,2026-05-19,4.4230,4.4193,-0.08,2026-05-20 13:08,2026-05-20 13:11:48
016269,建信改革红利股票C,2026-05-19,6.5510,6.6010,0.76,2026-05-20 13:09,2026-05-20 13:11:48
010310,德邦锐裕利率债债券C,2026-05-19,1.1219,1.1218,-0.01,2026-05-20 13:08,2026-05-20 13:11:48
023829,万家中证半导体材料设备主题ETF发起式联接C,2026-05-19,2.3296,2.4415,4.80,2026-05-20 13:08,2026-05-20 13:11:48
021970,平安5-10年期政策性金融债债券E,2026-05-19,1.1586,1.1585,-0.01,2026-05-20 13:07,2026-05-20 13:11:48
018125,永赢先进制造智选混合发起C,2026-05-19,2.5478,2.5208,-1.06,2026-05-20 13:08,2026-05-20 13:11:48
014143,银河创新成长混合C,2026-05-19,11.7036,12.1541,3.85,2026-05-20 13:08,2026-05-20 13:11:48
002671,万家沪深300指数增强C,2026-05-19,2.0486,2.0519,0.16,2026-05-20 13:08,2026-05-20 13:11:48
025333,诺安成长混合C,2026-05-19,2.3380,2.4417,4.44,2026-05-20 13:07,2026-05-20 13:11:48
519674,银河创新成长混合A,2026-05-19,12.0204,12.4878,3.89,2026-05-20 13:07,2026-05-20 13:11:48
005661,嘉实资源精选股票C,2026-05-19,4.7661,4.7820,0.33,2026-05-20 13:08,2026-05-20 13:11:48
020483,中欧中证芯片产业指数发起C,2026-05-19,3.1794,3.3129,4.20,2026-05-20 13:08,2026-05-20 13:11:48
001298,金鹰民族新兴混合A,2026-05-19,2.6513,2.6234,-1.05,2026-05-20 13:09,2026-05-20 13:11:48
003494,富国天惠成长混合(LOF)C,2026-05-19,3.1088,3.1014,-0.24,2026-05-20 13:09,2026-05-20 13:11:48
003096,中欧医疗健康混合C,2026-05-19,1.5712,1.5668,-0.28,2026-05-20 13:08,2026-05-20 13:11:48
