fundcode,name,jzrq,dwjz,gsz,gszzl,gztime,fetch_time
023829,万家中证半导体材料设备主题ETF发起式联接C,2026-05-19,2.3296,2.4469,5.04,2026-05-20 13:15,2026-05-20 13:17:28
005885,金鹰信息产业股票C,2026-05-19,5.4285,5.5192,1.67,2026-05-20 13:14,2026-05-20 13:17:28
015897,天弘中证细分化工产业主题ETF联接C,2026-05-19,0.9326,0.9496,1.82,2026-05-20 13:14,2026-05-20 13:17:28
018185,万家先进制造混合发起式C,2026-05-19,1.4131,1.4125,-0.05,2026-05-20 13:14,2026-05-20 13:17:28
020483,中欧中证芯片产业指数发起C,2026-05-19,3.1794,3.3123,4.18,2026-05-20 13:14,2026-05-20 13:17:28
025422,浦银安盛数字经济混合C,2026-05-19,2.1333,2.1302,-0.15,2026-05-20 13:12,2026-05-20 13:17:28
320007,诺安成长混合A,2026-05-19,2.3460,2.4611,4.91,2026-05-20 13:14,2026-05-20 13:17:28
001630,天弘中证计算机ETF联接C,2026-05-19,0.9085,0.8988,-1.07,2026-05-20 13:14,2026-05-20 13:17:28
010364,鹏华空天军工指数(LOF)C,2026-05-19,1.1206,1.1185,-0.19,2026-05-20 13:14,2026-05-20 13:17:28
026623,招商上证科创板芯片设计主题指数发起式C,2026-05-19,1.2548,1.2769,1.76,2026-05-20 13:14,2026-05-20 13:17:28
519767,交银科技创新灵活配置混合A,2026-05-19,2.8317,2.8469,0.54,2026-05-20 13:14,2026-05-20 13:17:28
001071,华安媒体互联网混合A,2026-05-19,4.4230,4.4195,-0.08,2026-05-20 13:14,2026-05-20 13:17:28
017522,富国北证50成份指数C,2026-05-19,1.2815,1.2705,-0.86,2026-05-20 13:14,2026-05-20 13:17:28
025333,诺安成长混合C,2026-05-19,2.3380,2.4447,4.56,2026-05-20 13:12,2026-05-20 13:17:28
023519,国投瑞银上证科创板200指数发起式C,2026-05-19,1.8594,1.8778,0.99,2026-05-20 13:14,2026-05-20 13:17:28
016269,建信改革红利股票C,2026-05-19,6.5510,6.5974,0.71,2026-05-20 13:14,2026-05-20 13:17:28
018125,永赢先进制造智选混合发起C,2026-05-19,2.5478,2.5388,-0.35,2026-05-20 13:14,2026-05-20 13:17:28
016531,鹏华碳中和主题混合C,2026-05-19,2.0281,2.0267,-0.07,2026-05-20 13:15,2026-05-20 13:17:28
001298,金鹰民族新兴混合A,2026-05-19,2.6513,2.6257,-0.97,2026-05-20 13:14,2026-05-20 13:17:28
011613,华夏科创50ETF联接C,2026-05-19,1.3858,1.4265,2.94,2026-05-20 13:14,2026-05-20 13:17:28
020465,招商中证半导体产业ETF发起式联接C,2026-05-19,3.3565,3.5498,5.76,2026-05-20 13:14,2026-05-20 13:17:28
014419,西部利得CES芯片指数增强C,2026-05-19,1.6265,1.6969,4.33,2026-05-20 13:14,2026-05-20 13:17:28
003494,富国天惠成长混合(LOF)C,2026-05-19,3.1088,3.1010,-0.25,2026-05-20 13:14,2026-05-20 13:17:28
020065,西部利得科技创新混合C,2026-05-19,2.0787,2.0619,-0.81,2026-05-20 13:14,2026-05-20 13:17:28
014642,摩根新兴动力混合C,2026-05-19,12.5686,12.7173,1.18,2026-05-20 13:14,2026-05-20 13:17:28
014143,银河创新成长混合C,2026-05-19,11.7036,12.1335,3.67,2026-05-20 13:12,2026-05-20 13:17:28
000136,民生加银策略精选混合A,2026-05-19,4.9772,4.9762,-0.02,2026-05-20 13:14,2026-05-20 13:17:28
002671,万家沪深300指数增强C,2026-05-19,2.0486,2.0515,0.14,2026-05-20 13:14,2026-05-20 13:17:28
012709,东方红中证红利低波动指数C,2026-05-19,1.3472,1.3372,-0.74,2026-05-20 13:14,2026-05-20 13:17:28
001679,前海开源中国稀缺资产混合A,2026-05-19,1.7880,1.7907,0.15,2026-05-20 13:14,2026-05-20 13:17:28
019000,万家趋势领先混合C,2026-05-19,2.1074,2.1032,-0.20,2026-05-20 13:15,2026-05-20 13:17:28
000251,工银金融地产混合A,2026-05-19,2.7730,2.7619,-0.40,2026-05-20 13:14,2026-05-20 13:17:28
001178,前海开源再融资股票,2026-05-19,1.4510,1.4560,0.35,2026-05-20 13:15,2026-05-20 13:17:28
