fundcode,name,jzrq,dwjz,gsz,gszzl,gztime,fetch_time
019000,万家趋势领先混合C,2026-05-19,2.1074,2.1035,-0.18,2026-05-20 13:12,2026-05-20 13:15:32
519697,交银优势行业混合,2026-05-19,5.6550,5.6863,0.55,2026-05-20 13:12,2026-05-20 13:15:32
000251,工银金融地产混合A,2026-05-19,2.7730,2.7565,-0.60,2026-05-20 13:12,2026-05-20 13:15:32
001632,天弘中证食品饮料ETF联接C,2026-05-19,1.9173,1.9242,0.36,2026-05-20 13:12,2026-05-20 13:15:32
012709,东方红中证红利低波动指数C,2026-05-19,1.3472,1.3371,-0.75,2026-05-20 13:12,2026-05-20 13:15:32
001595,天弘中证银行ETF联接C,2026-05-19,1.6550,1.6441,-0.66,2026-05-20 13:12,2026-05-20 13:15:32
011261,金鹰新能源混合C,2026-05-19,1.5387,1.5576,1.23,2026-05-20 13:12,2026-05-20 13:15:32
002671,万家沪深300指数增强C,2026-05-19,2.0486,2.0496,0.05,2026-05-20 13:12,2026-05-20 13:15:32
011103,天弘中证光伏产业指数C,2026-05-19,0.9389,0.9474,0.91,2026-05-20 13:12,2026-05-20 13:15:32
018490,万家中证工业有色金属主题ETF发起式联接C,2026-05-19,1.6899,1.7017,0.70,2026-05-20 13:12,2026-05-20 13:15:32
025163,长盛积极配置债券C,2026-05-19,1.5046,1.5083,0.25,2026-05-20 13:12,2026-05-20 13:15:32
519674,银河创新成长混合A,2026-05-19,12.0204,12.4757,3.79,2026-05-20 13:12,2026-05-20 13:15:32
011613,华夏科创50ETF联接C,2026-05-19,1.3858,1.4240,2.76,2026-05-20 13:12,2026-05-20 13:15:32
019261,富国恒生红利ETF联接C,2026-05-19,1.3480,1.3387,-0.69,2026-05-20 13:12,2026-05-20 13:15:32
020457,平安上证红利低波动指数C,2026-05-19,1.0830,1.0767,-0.58,2026-05-20 13:12,2026-05-20 13:15:32
010310,德邦锐裕利率债债券C,2026-05-19,1.1219,1.1219,0.00,2026-05-20 13:12,2026-05-20 13:15:32
016843,嘉实中证全指证券公司ETF发起联接C,2026-05-19,1.1295,1.1251,-0.39,2026-05-20 13:12,2026-05-20 13:15:32
017193,天弘中证工业有色金属主题ETF发起联接C,2026-05-19,1.8170,1.8297,0.70,2026-05-20 13:12,2026-05-20 13:15:32
005827,易方达蓝筹精选混合,2026-05-19,1.6507,1.6534,0.17,2026-05-20 13:12,2026-05-20 13:15:32
021970,平安5-10年期政策性金融债债券E,2026-05-19,1.1586,1.1587,0.01,2026-05-20 13:12,2026-05-20 13:15:32
519767,交银科技创新灵活配置混合A,2026-05-19,2.8317,2.8401,0.30,2026-05-20 13:12,2026-05-20 13:15:32
