fundcode,name,jzrq,dwjz,gsz,gszzl,gztime,fetch_time
016531,鹏华碳中和主题混合C,2026-05-19,2.0281,2.0165,-0.57,2026-05-20 13:12,2026-05-20 13:15:30
011474,工银信息产业混合C,2026-05-19,5.1860,5.2087,0.44,2026-05-20 13:12,2026-05-20 13:15:30
022365,永赢科技智选混合发起C,2026-05-19,5.1708,5.1896,0.36,2026-05-20 13:12,2026-05-20 13:15:30
025491,平安中证卫星产业指数C,2026-05-19,1.2249,1.2176,-0.60,2026-05-20 13:12,2026-05-20 13:15:30
020900,天弘中证全指通信设备指数发起C,2026-05-19,3.7899,3.7914,0.04,2026-05-20 13:12,2026-05-20 13:15:30
010364,鹏华空天军工指数(LOF)C,2026-05-19,1.1206,1.1154,-0.46,2026-05-20 13:12,2026-05-20 13:15:30
025833,天弘电网设备特高压指数C,2026-05-19,1.4748,1.4782,0.23,2026-05-20 13:12,2026-05-20 13:15:30
003853,金鹰信息产业股票A,2026-05-19,5.5512,5.6386,1.57,2026-05-20 13:12,2026-05-20 13:15:30
000043,嘉实美国成长股票人民币,2026-05-18,6.2610,6.2229,-0.61,2026-05-20 04:00,2026-05-20 13:15:30
017103,大摩数字经济混合C,2026-05-19,3.9413,3.9521,0.27,2026-05-20 13:12,2026-05-20 13:15:30
011120,富国创新科技混合C,2026-05-19,4.5970,4.6302,0.72,2026-05-20 13:12,2026-05-20 13:15:30
001630,天弘中证计算机ETF联接C,2026-05-19,0.9085,0.8981,-1.14,2026-05-20 13:12,2026-05-20 13:15:30
519126,浦银安盛新经济结构混合A,2026-05-19,2.5723,2.5775,0.20,2026-05-20 13:12,2026-05-20 13:15:30
025949,诺安研究精选股票C,2026-05-19,3.0170,3.0074,-0.32,2026-05-20 13:12,2026-05-20 13:15:30
023639,国泰A股电网设备ETF联接C,2026-05-19,2.1542,2.1575,0.15,2026-05-20 13:12,2026-05-20 13:15:30
024751,兴业上证科创板人工智能指数C,2026-05-19,1.2081,1.2113,0.27,2026-05-20 13:12,2026-05-20 13:15:30
005911,广发双擎升级混合A,2026-05-19,2.5601,2.5686,0.33,2026-05-20 13:12,2026-05-20 13:15:30
025422,浦银安盛数字经济混合C,2026-05-19,2.1333,2.1296,-0.17,2026-05-20 13:12,2026-05-20 13:15:30
020256,中欧中证机器人指数发起C,2026-05-19,1.8213,1.8095,-0.65,2026-05-20 13:12,2026-05-20 13:15:30
000136,民生加银策略精选混合A,2026-05-19,4.9772,4.9723,-0.10,2026-05-20 13:12,2026-05-20 13:15:30
004409,招商深证TMT50ETF联接C,2026-05-19,3.6390,3.6354,-0.10,2026-05-20 13:12,2026-05-20 13:15:30
019548,招商纳斯达克100ETF发起式联接(QDII)C,2026-05-18,1.5427,1.5338,-0.58,2026-05-20 04:00,2026-05-20 13:15:30
164205,天弘文化新兴产业股票A,2026-05-19,4.2966,4.3289,0.75,2026-05-20 13:12,2026-05-20 13:15:30
023519,国投瑞银上证科创板200指数发起式C,2026-05-19,1.8594,1.8749,0.84,2026-05-20 13:12,2026-05-20 13:15:30
320022,诺安研究精选股票A,2026-05-19,3.0230,3.0134,-0.32,2026-05-20 13:12,2026-05-20 13:15:30
005885,金鹰信息产业股票C,2026-05-19,5.4285,5.5139,1.57,2026-05-20 13:12,2026-05-20 13:15:30
001701,国联产业升级混合,2026-05-19,3.1500,3.1544,0.14,2026-05-20 13:12,2026-05-20 13:15:30
026623,招商上证科创板芯片设计主题指数发起式C,2026-05-19,1.2548,1.2769,1.76,2026-05-20 13:12,2026-05-20 13:15:30
018185,万家先进制造混合发起式C,2026-05-19,1.4131,1.4109,-0.16,2026-05-20 13:12,2026-05-20 13:15:30
000263,工银信息产业混合A,2026-05-19,5.3230,5.3500,0.51,2026-05-20 13:14,2026-05-20 13:15:30
001224,中邮新思路灵活配置混合A,2026-05-19,3.9520,3.9526,0.02,2026-05-20 13:12,2026-05-20 13:15:32
050026,博时医疗保健行业混合A,2026-05-19,2.3630,2.3583,-0.20,2026-05-20 13:12,2026-05-20 13:15:32
020741,华泰保兴安悦债券C,2026-05-19,1.1356,1.1420,0.56,2026-05-20 13:12,2026-05-20 13:15:32
014143,银河创新成长混合C,2026-05-19,11.7036,12.1469,3.79,2026-05-20 13:12,2026-05-20 13:15:32
001071,华安媒体互联网混合A,2026-05-19,4.4230,4.4156,-0.17,2026-05-20 13:12,2026-05-20 13:15:32
003494,富国天惠成长混合(LOF)C,2026-05-19,3.1088,3.0991,-0.31,2026-05-20 13:12,2026-05-20 13:15:32
005918,天弘沪深300ETF联接C,2026-05-19,1.5033,1.5041,0.05,2026-05-20 13:12,2026-05-20 13:15:32
010160,广发高端制造股票C,2026-05-19,1.5464,1.5444,-0.13,2026-05-20 13:12,2026-05-20 13:15:32
001178,前海开源再融资股票,2026-05-19,1.4510,1.4534,0.16,2026-05-20 13:12,2026-05-20 13:15:32
